Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Correct,presentedImage,presentedLabel,learningType,response
1,1597268954950,12/08/2020 21:49:14,1597268955056,1,12/08/2020 22:49:15,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,,,,,fullscreen,0,,,,,
2,1597268963385,12/08/2020 21:49:23,1597268963560,1,12/08/2020 22:49:23,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,NA,,,instructions,,instructions,1,,,,,
3,1597268963556,12/08/2020 21:49:23,1597268963747,1,12/08/2020 22:49:23,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide1.JPG,,,,image-keyboard-response,2,,,,,
4,1597268964697,12/08/2020 21:49:24,1597268964901,1,12/08/2020 22:49:24,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a tob.,,learningBlock1,,html-keyboard-response,3,,,,,
5,1597268965719,12/08/2020 21:49:25,1597268965906,1,12/08/2020 22:49:25,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,4,,/task/90393/13/asset/Slide1.JPG,That was a tob.,FL,
6,1597268965923,12/08/2020 21:49:25,1597268966097,1,12/08/2020 22:49:26,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide2.JPG,,,,image-keyboard-response,5,,,,,
7,1597268967111,12/08/2020 21:49:27,1597268967287,1,12/08/2020 22:49:27,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,6,,,,,
8,1597268968110,12/08/2020 21:49:28,1597268968294,1,12/08/2020 22:49:28,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,7,,/task/90393/13/asset/Slide2.JPG,That was a wug.,FL,
9,1597268968298,12/08/2020 21:49:28,1597268968487,1,12/08/2020 22:49:28,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide3.JPG,,,,image-keyboard-response,8,,,,,
10,1597268969490,12/08/2020 21:49:29,1597268969677,1,12/08/2020 22:49:29,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,9,,,,,
11,1597268970537,12/08/2020 21:49:30,1597268970687,1,12/08/2020 22:49:30,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,10,,/task/90393/13/asset/Slide3.JPG,That was a bim.,FL,
12,1597268970693,12/08/2020 21:49:30,1597268970866,1,12/08/2020 22:49:30,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide4.JPG,,,,image-keyboard-response,11,,,,,
13,1597268971854,12/08/2020 21:49:31,1597268972035,1,12/08/2020 22:49:32,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,12,,,,,
14,1597268972866,12/08/2020 21:49:32,1597268973039,1,12/08/2020 22:49:33,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,13,,/task/90393/13/asset/Slide4.JPG,That was a dep.,FL,
15,1597268973038,12/08/2020 21:49:33,1597268973217,1,12/08/2020 22:49:33,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide5.JPG,,,,image-keyboard-response,14,,,,,
16,1597268974194,12/08/2020 21:49:34,1597268974370,1,12/08/2020 22:49:34,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,15,,,,,
17,1597268975230,12/08/2020 21:49:35,1597268975374,1,12/08/2020 22:49:35,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,16,,/task/90393/13/asset/Slide5.JPG,That was a wug.,FL,
18,1597268975366,12/08/2020 21:49:35,1597268975552,1,12/08/2020 22:49:35,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide6.JPG,,,,image-keyboard-response,17,,,,,
19,1597268976526,12/08/2020 21:49:36,1597268976705,1,12/08/2020 22:49:36,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,18,,,,,
20,1597268977587,12/08/2020 21:49:37,1597268977708,1,12/08/2020 22:49:37,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,19,,/task/90393/13/asset/Slide6.JPG,That was a dep.,FL,
21,1597268977697,12/08/2020 21:49:37,1597268977886,1,12/08/2020 22:49:37,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide7.JPG,,,,image-keyboard-response,20,,,,,
22,1597268978866,12/08/2020 21:49:38,1597268979040,1,12/08/2020 22:49:39,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,21,,,,,
23,1597268979854,12/08/2020 21:49:39,1597268980042,1,12/08/2020 22:49:40,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,22,,/task/90393/13/asset/Slide7.JPG,That was a wug.,FL,
24,1597268980042,12/08/2020 21:49:40,1597268980220,1,12/08/2020 22:49:40,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide8.JPG,,,,image-keyboard-response,23,,,,,
25,1597268981182,12/08/2020 21:49:41,1597268981373,1,12/08/2020 22:49:41,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a bim.,,learningBlock1,,html-keyboard-response,24,,,,,
26,1597268982194,12/08/2020 21:49:42,1597268982376,1,12/08/2020 22:49:42,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,25,,/task/90393/13/asset/Slide8.JPG,That was a bim.,FL,
27,1597268982370,12/08/2020 21:49:42,1597268982554,1,12/08/2020 22:49:42,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide9.JPG,,,,image-keyboard-response,26,,,,,
28,1597268983526,12/08/2020 21:49:43,1597268983708,1,12/08/2020 22:49:43,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a wug.,,learningBlock1,,html-keyboard-response,27,,,,,
29,1597268984574,12/08/2020 21:49:44,1597268984710,1,12/08/2020 22:49:44,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,28,,/task/90393/13/asset/Slide9.JPG,That was a wug.,FL,
30,1597268984699,12/08/2020 21:49:44,1597268984889,1,12/08/2020 22:49:44,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide10.JPG,,,,image-keyboard-response,29,,,,,
31,1597268985860,12/08/2020 21:49:45,1597268986042,1,12/08/2020 22:49:46,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,30,,,,,
32,1597268986873,12/08/2020 21:49:46,1597268987046,1,12/08/2020 22:49:47,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,31,,/task/90393/13/asset/Slide10.JPG,That was a dep.,FL,
33,1597268987046,12/08/2020 21:49:47,1597268987223,1,12/08/2020 22:49:47,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide11.JPG,,,,image-keyboard-response,32,,,,,
34,1597268988218,12/08/2020 21:49:48,1597268988377,1,12/08/2020 22:49:48,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a tob.,,learningBlock1,,html-keyboard-response,33,,,,,
35,1597268989248,12/08/2020 21:49:49,1597268989382,1,12/08/2020 22:49:49,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,34,,/task/90393/13/asset/Slide11.JPG,That was a tob.,FL,
36,1597268989373,12/08/2020 21:49:49,1597268989560,1,12/08/2020 22:49:49,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide12.JPG,,,,image-keyboard-response,35,,,,,
37,1597268990546,12/08/2020 21:49:50,1597268990715,1,12/08/2020 22:49:50,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,That was a dep.,,learningBlock1,,html-keyboard-response,36,,,,,
38,1597268991546,12/08/2020 21:49:51,1597268991718,1,12/08/2020 22:49:51,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,37,,/task/90393/13/asset/Slide12.JPG,That was a dep.,FL,
39,1597268991718,12/08/2020 21:49:51,1597268991896,1,12/08/2020 22:49:51,15519,24,task-19t9,,6474433,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x864,,exp2_visual,13,FL,,/task/90393/13/asset/Slide13.JPG,,,,image-keyboard-response,38,,,,,
